case_reference,open_date,closed_date,status,subject,reason,type,object_type,address_number,address_line_1,city,state,zip_code,property_id,location,latitude,longitude,council_district,police_district,census_tract,census_block_group,census_block,neighborhood,x_coordinate,y_coordinate,census_tract_2010,census_block_group_2010,census_block_2010,tractce20,geoid20_tract,geoid20_blockgroup,geoid20_block,:@computed_region_fk4y_hpmh,:@computed_region_kwzn_pe6v,:@computed_region_uh5x_q5mi,:@computed_region_dwzh_dtk5,:@computed_region_tmcg_v66k,:@computed_region_xbxg_7ifr,:@computed_region_eziv_p4ck,:@computed_region_jdfw_hhbp,:@computed_region_urdz_b6n8,:@computed_region_vsen_jbmg,:@computed_region_nmyf_6jtp,:@computed_region_ff6v_jbaa,:@computed_region_gkva_sjqs,:@computed_region_h7a8_iwt4,address_line_2,:@computed_region_k9un_h6vm
1001787586,2023-02-01T08:36:00.000,2023-02-02T06:19:00.000,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,451,DOAT,Buffalo,NEW YORK,14211,101.58-4-2,"{'latitude': '42.90952225460347', 'longitude': '-78.80399726954238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.90952225460347,-78.80399726954238,LOVEJOY,District C,30,1,1004,Schiller Park,-8772421.278,5298211.3725,30,1,1004,003000,36029003000,360290030001,360290030001004,3,4,12,1569,2,12,11,17,8,1,17,51,212,5,,
1001763826,2023-01-11T13:45:00.000,2023-01-17T07:54:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,82,HODGE,Buffalo,NEW YORK,14209,100.46-2-4,"{'latitude': '42.90964647109708', 'longitude': '-78.87390333595766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.90964647109708,-78.87390333595766,NIAGARA,District B,67.02,2,2002,Elmwood Bryant,-8780203.198,5298230.2533,67.02,3,3001,006702,36029006702,360290067022,360290067022002,1,12,135,526,3,5,52,14,5,5,4,60,284,6,,
1001800453,2023-02-15T09:46:00.000,2023-02-15T13:50:00.000,Closed,Dept of Public Works,Streets,PW Vacant Lot (Req_Serv),Property,23,MILLER,Buffalo,NEW YORK,14212,112.23-3-23,"{'latitude': '42.89649658313484', 'longitude': '-78.82341492560381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89649658313484,-78.82341492560381,FILLMORE,District C,28.01,1,1008,Genesee-Moselle,-8774582.846,5296231.8546,28,2,2007,002801,36029002801,360290028011,360290028011008,3,8,183,118,5,1,66,2,11,1,24,70,266,2,,
1001758658,2022-12-28T16:58:00.000,2023-01-03T11:04:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,18,CHENANGO,Buffalo,NEW YORK,14213,99.44-8-18,"{'latitude': '42.91191231054551', 'longitude': '-78.8835324916953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91191231054551,-78.8835324916953,NIAGARA,District B,66.01,3,3002,Elmwood Bryant,-8781275.112,5298574.6377,66.01,3,3002,006601,36029006601,360290066013,360290066013002,1,2,210,2591,3,5,40,10,4,5,4,89,252,6,,
1001760627,2023-01-03T11:05:00.000,2023-01-03T11:36:00.000,Closed,Dept of Parking,Parking Violations Bureau,Abandoned Vehicles (Req_Serv),Property,133,MOSELLE,Buffalo,NEW YORK,14211,101.55-2-14,"{'latitude': '42.90718761553205', 'longitude': '-78.82391860012366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.90718761553205,-78.82391860012366,FILLMORE,District C,29,4,4000,Genesee-Moselle,-8774638.914,5297856.5458,29,4,4000,002900,36029002900,360290029004,360290029004000,3,4,90,625,5,1,23,17,8,1,24,90,211,2,,
1001776300,2023-01-24T16:20:00.000,2023-01-27T08:41:00.000,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,101,CHENANGO,Buffalo,NEW YORK,14213,99.44-5-25,"{'latitude': '42.9140425938208', 'longitude': '-78.88437959704974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.9140425938208,-78.88437959704974,NIAGARA,District B,66.01,1,1003,Elmwood Bryant,-8781356.318,5298910.2182,66.01,1,1005,006601,36029006601,360290066011,360290066011003,1,2,231,2433,3,5,40,10,4,5,4,89,101,6,,
1001764166,2023-01-12T13:18:00.000,2023-01-13T10:24:00.000,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,380,OAK NORTH,Buffalo,NEW YORK,14203,111.39-1-3.11,"{'latitude': '42.89176873014106', 'longitude': '-78.86905049240892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89176873014106,-78.86905049240892,ELLICOTT,District B,165,2,2002,Central,-8779662.983,5295513.4649,165,1,1004,016500,36029016500,360290165002,360290165002002,1,14,31,3005,4,4,77,16,9,5,16,80,265,4,,
1001759366,2022-12-29T13:50:00.000,2023-01-03T11:02:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing Issue (Req_Serv),Property,INTERSECTION,Hertel Ave,Buffalo,NEW YORK,14207,325,"{'latitude': '42.94703012682852', 'longitude': '-78.88637758805847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.94703012682852,-78.88637758805847,NORTH,District D,56,3,3002,West Hertel,1067156.1,1073915,56,3,3003,005600,36029005600,360290056003,360290056003002,5,10,56,938,1,3,57,18,1,2,19,79,227,10,Tuxedo Pl,
1001757880,2022-12-28T09:34:00.000,2023-01-03T11:08:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,100,GROVELAND,Buffalo,NEW YORK,14214,79.45-1-10,"{'latitude': '42.952910705541676', 'longitude': '-78.83694611098676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.952910705541676,-78.83694611098676,UNIVERSITY,District D,45,3,3000,Central Park,-8776089.126,5304808.1589,45,3,3001,004500,36029004500,360290045003,360290045003000,5,18,240,2159,8,24,64,20,7,2,11,85,26,7,,
1001760459,2023-01-03T09:12:00.000,2023-01-13T11:12:00.000,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,19,DOAT,Buffalo,NEW YORK,14211,101.55-5-21,"{'latitude': '42.909123535841644', 'longitude': '-78.81987273957752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.909123535841644,-78.81987273957752,FILLMORE,District C,29,3,3000,Genesee-Moselle,-8774188.53,5298150.7731,29,3,3000,002900,36029002900,360290029003,360290029003000,3,4,65,3099,5,1,23,17,8,1,24,90,213,2,,
1001776098,2023-01-24T08:58:00.000,2023-01-27T08:40:00.000,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,980,LOVEJOY,Buffalo,NEW YORK,14206,112.41-4-43,"{'latitude': '42.89000842394154', 'longitude': '-78.81204378143684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89000842394154,-78.81204378143684,LOVEJOY,District C,24,3,3013,Lovejoy,-8773317.015,5295246.0012,24,5,5015,002400,36029002400,360290024003,360290024003013,3,17,280,1819,2,8,28,8,11,1,25,26,264,5,,
1001758008,2022-12-28T10:49:00.000,2023-01-03T15:25:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing Issue (Req_Serv),Property,46,HOUSTON,Buffalo,NEW YORK,14220,133.22-8-29,"{'latitude': '42.852966615904464', 'longitude': '-78.83041539727726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.852966615904464,-78.83041539727726,LOVEJOY,District A,2,4,4008,Hopkins-Tifft,-8775362.142,5289619.6138,2,4,4011,000200,36029000200,360290002004,360290002004008,4,9,44,682,2,10,1,1,14,3,27,40,170,5,,
1001735308,2022-11-15T10:49:00.000,2023-01-13T13:52:00.000,Closed,Dept of Public Works,Rodent_Pest Control,Rodents (Req_Serv),Property,530,WOODLAWN,Buffalo,NEW YORK,14208,100.35-4-41,"{'latitude': '42.91411704830468', 'longitude': '-78.84514549634928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91411704830468,-78.84514549634928,MASTEN,District C,33.02,3,3001,Masten Park,-8777001.884,5298909.7464,33.02,3,3001,003302,36029003302,360290033023,360290033023001,3,22,115,1161,9,16,65,7,6,1,9,55,37,8,,
1001760860,2023-01-03T14:29:00.000,2023-02-22T08:20:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,307,NORTHLAND,Buffalo,NEW YORK,14208,100.26-2-27,"{'latitude': '42.91901603642107', 'longitude': '-78.84859691855063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91901603642107,-78.84859691855063,MASTEN,District E,33.01,4,4000,Hamlin Park,-8777386.095,5299654.4121,33.01,4,4000,003301,36029003301,360290033014,360290033014000,2,22,52,1217,9,31,59,7,6,4,21,11,138,8,,3
1001789364,2023-02-09T15:42:00.000,2023-02-22T09:18:00.000,Closed,Utilities,National Grid,Streetlights (Req_Serv),Property,407,BENZINGER,Buffalo,NEW YORK,14206,112.26-4-40,"{'latitude': '42.89605648201098', 'longitude': '-78.80571152867861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89605648201098,-78.80571152867861,LOVEJOY,District C,24,2,2001,Lovejoy,-8772612.11,5296164.9791,24,4,4000,002400,36029002400,360290024002,360290024002001,3,17,24,314,2,8,28,8,11,1,25,26,221,5,,
1001763830,2023-01-11T13:51:00.000,2023-01-13T08:06:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,123,ELK,Buffalo,NEW YORK,14210,122.42-3-17,"{'latitude': '42.86859317544155', 'longitude': '-78.84938572911506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.86859317544155,-78.84938572911506,FILLMORE,District A,5,1,1000,First Ward,-8777473.911,5291992.7661,5,1,1000,000500,36029000500,360290005001,360290005001000,4,19,269,1594,5,20,32,3,13,3,5,14,99,2,,
1001756626,2022-12-27T09:32:00.000,2023-01-03T22:04:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Blocking RoW (Req_Serv),Property,39,DEERFIELD,Buffalo,NEW YORK,14215,90.70-5-33,"{'latitude': '42.92345512774513', 'longitude': '-78.82638824677495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92345512774513,-78.82638824677495,MASTEN,District E,170,2,2013,Delavan Grider,-8774913.832,5300329.2225,170,2,2022,017000,36029017000,360290170002,360290170002013,2,11,285,566,9,7,16,11,7,4,20,63,280,8,,
507551-1001776413,2023-01-25T12:00:00.000,2023-01-27T10:49:00.000,Closed,DPIS,Housing,Open311 Housing,Property,270,CARLTON,Buffalo,NEW YORK,14204,100.81-11-23,"{'latitude': '42.89867015442392', 'longitude': '-78.85900533051405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89867015442392,-78.85900533051405,ELLICOTT,District B,31,3,3017,Fruit Belt,-78.85902,42.89862,31,3,3016,003100,36029003100,360290031003,360290031003017,1,16,18,524,4,32,35,15,9,5,22,52,49,4,,
1001753041,2022-12-09T16:14:00.000,2023-01-13T13:26:00.000,Closed,Dept of Public Works,Sanitation,Recycling Tote Deliver (Req_Serv),Property,535,BROADWAY,Buffalo,NEW YORK,14204,111.49-4-7,"{'latitude': '42.88953812710121', 'longitude': '-78.85415756734062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.88953812710121,-78.85415756734062,ELLICOTT,District B,14.04,2,2000,Pratt-Willert,-8778005.001,5295158.006,14.02,4,4000,001404,36029001404,360290014042,360290014042000,1,16,93,490,4,22,20,15,9,5,8,84,5,4,,
1001763906,2023-01-11T16:04:00.000,2023-01-13T08:58:00.000,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,42,LINDEN PK,Buffalo,NEW YORK,14208,100.67-3-12,"{'latitude': '42.90498050314345', 'longitude': '-78.84633423927816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.90498050314345,-78.84633423927816,ELLICOTT,District C,33.02,2,2012,Masten Park,-8777134.216,5297521.1136,33.02,2,2013,003302,36029003302,360290033022,360290033022012,3,22,76,1160,4,16,65,7,6,1,9,55,203,4,,
1001755532,2022-12-23T13:29:00.000,2023-01-03T22:04:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Blocking RoW (Req_Serv),Property,138,OAKGROVE,Buffalo,NEW YORK,14214,89.67-4-25,"{'latitude': '42.92552641859582', 'longitude': '-78.84517161829946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92552641859582,-78.84517161829946,MASTEN,District E,52.02,2,2000,Hamlin Park,-8777004.79,5300644.1075,52.02,2,2000,005202,36029005202,360290052022,360290052022000,2,18,89,2470,9,31,33,20,2,4,21,7,42,8,,
1001759705,2022-12-30T09:44:00.000,2023-01-13T11:14:00.000,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,458,OGDEN NORTH,Buffalo,NEW YORK,14212,112.27-2-10,"{'latitude': '42.89744744947589', 'longitude': '-78.80281826656646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89744744947589,-78.80281826656646,LOVEJOY,District C,24,4,4003,Lovejoy,-8772290.033,5296376.3437,24,6,6003,002400,36029002400,360290024004,360290024004003,3,8,221,2946,2,8,28,2,11,1,25,26,207,5,,
1001757908,2022-12-28T09:50:00.000,2023-01-03T11:06:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,90,SIRRET,Buffalo,NEW YORK,14220,123.78-7-20,"{'latitude': '42.85427179732883', 'longitude': '-78.82899904741737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.85427179732883,-78.82899904741737,LOVEJOY,District A,2,4,4003,Hopkins-Tifft,-8775204.475,5289817.8042,2,4,4004,000200,36029000200,360290002004,360290002004003,4,9,44,2338,2,10,1,1,14,3,27,40,170,5,,
1001758696,2022-12-28T19:10:00.000,2023-01-03T22:05:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Inspection (Req_Serv),Property,69,BAYNES,Buffalo,NEW YORK,14213,99.28-7-31,"{'latitude': '42.917406827617', 'longitude': '-78.8853656634129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.917406827617,-78.8853656634129,NIAGARA,District D,65.01,3,3002,Elmwood Bidwell,-8781479.179,5299409.8002,65.01,3,3002,006501,36029006501,360290065013,360290065013002,5,2,104,1142,3,27,49,10,3,2,14,35,10,6,,
1001757993,2022-12-28T10:40:00.000,2023-01-03T15:25:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing Issue (Req_Serv),Property,381,SYCAMORE,Buffalo,NEW YORK,14204,111.41-8-2,"{'latitude': '42.892095325831264', 'longitude': '-78.8562089502244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.892095325831264,-78.8562089502244,ELLICOTT,District B,25.02,2,2001,Pratt-Willert,-8778233.467,5295563.0886,25.02,2,2015,002502,36029002502,360290025022,360290025022001,1,16,58,2371,4,22,2,15,9,5,8,78,17,4,,
1001776271,2023-01-24T15:06:00.000,2023-01-27T11:10:00.000,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,248,ALLEN,Buffalo,NEW YORK,14201,100.77-10-4,"{'latitude': '42.89922225813627', 'longitude': '-78.8793640578812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89922225813627,-78.8793640578812,FILLMORE,District B,68.02,2,2004,Allentown,-8780811.085,5296646.0436,68,3,3005,006802,36029006802,360290068022,360290068022004,1,15,102,3136,5,2,13,9,4,5,23,74,168,2,,1
1001756844,2022-12-27T11:19:00.000,2023-01-03T14:32:00.000,Closed,Utilities,Buffalo Sewer Authority,Basement Flooding (Req_Serv),Property,15,CLIFFORD,Buffalo,NEW YORK,14210,122.35-5-6,"{'latitude': '42.87136683388338', 'longitude': '-78.8444006167693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.87136683388338,-78.8444006167693,FILLMORE,District A,163,1,1007,Seneca Babcock,-8776918.97,5292414.0548,163,1,1023,016300,36029016300,360290163001,360290163001007,4,19,241,31,5,21,68,3,14,3,30,61,104,2,,
1001802533,2023-02-24T10:21:00.000,2023-02-25T10:45:00.000,Closed,Dept of Public Works,Streets,Street Salting (Req_Serv),Property,16,ARNOLD,Buffalo,NEW YORK,14213,99.35-2-33,"{'latitude': '42.91627438703377', 'longitude': '-78.88975001798308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91627438703377,-78.88975001798308,NIAGARA,District D,61,2,2005,Upper West Side,-8781967.244,5299237.664,61,2,2005,006100,36029006100,360290061002,360290061002005,5,2,181,2080,3,26,43,10,3,2,31,27,243,6,,
1001764269,2023-01-12T17:19:00.000,2023-01-13T10:26:00.000,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,285,WILLETT,Buffalo,NEW YORK,14206,123.43-6-37,"{'latitude': '42.8699262014266', 'longitude': '-78.80277957332314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.8699262014266,-78.80277957332314,LOVEJOY,District A,19,2,2003,Kaisertown,-8772285.729,5292195.2347,19,2,2003,001900,36029001900,360290019002,360290019002003,4,17,188,884,2,34,21,8,12,3,12,69,77,5,,
1001759728,2022-12-30T10:07:00.000,2023-01-03T10:34:00.000,Closed,Utilities,Buffalo Sewer Authority,Sewer (Req_Serv),Street,,RACHEL VINCENT WAY,Buffalo,NEW YORK,14220,,"{'latitude': '42.856463120634494', 'longitude': '-78.83034407693124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.856463120634494,-78.83034407693124,LOVEJOY,District A,2,4,4001,Hopkins-Tifft,,,2,4,4001,000200,36029000200,360290002004,360290002004001,4,9,44,188,2,10,1,1,14,3,27,40,170,5,,
1001774343,2023-01-13T10:24:00.000,,Open,Office of Strategic Planning,OSP,OSP Other Issue (Req_Serv),Property,58,BRIGGS,Buffalo,NEW YORK,14207,77.56-3-48,"{'latitude': '42.95082983649222', 'longitude': '-78.90677708704463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.95082983649222,-78.90677708704463,NORTH,District D,58.02,2,2004,Riverside,-8783862.687,5304491.6777,58.02,2,2004,005802,36029005802,360290058022,360290058022004,5,10,282,2847,1,18,5,18,1,2,15,64,241,10,,
1001776035,2023-01-23T14:46:00.000,,Open,Dept of Public Works,Engineering - Traffic,Signal Out or Flashing (Req_Serv),Street,,Bailey Ave,Buffalo,NEW YORK,14220,,"{'latitude': '42.856463120634494', 'longitude': '-78.83034407693124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.856463120634494,-78.83034407693124,LOVEJOY,District A,2,4,4001,Hopkins-Tifft,,,2,4,4001,000200,36029000200,360290002004,360290002004001,4,9,44,188,2,10,1,1,14,3,27,40,170,5,,
1001775396,2023-01-19T12:08:00.000,2023-01-27T11:06:00.000,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,1201,HERTEL,Buffalo,NEW YORK,14216,78.72-1-4,"{'latitude': '42.947473677850674', 'longitude': '-78.86361509997637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.947473677850674,-78.86361509997637,DELAWARE,District D,49.02,3,3002,North Park,-8779057.91,5303981.258,49,5,5002,004902,36029004902,360290049023,360290049023002,5,5,172,1829,7,25,51,13,2,2,33,48,287,1,,
1001755721,2022-12-25T14:27:00.000,2023-01-03T10:53:00.000,Closed,Dept of Public Works,Engineering - Street Repairs,PW Missing Manhole Cover (Req_Serv),Property,INTERSECTION,Woodbridge Ave,Buffalo,NEW YORK,14214,565,"{'latitude': '42.9450141294419', 'longitude': '-78.84407765009348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.9450141294419,-78.84407765009348,DELAWARE,District D,45,4,4003,North Park,1078478.5,1073144.5,45,4,4003,004500,36029004500,360290045004,360290045004003,5,18,71,2888,7,25,64,20,2,2,33,85,242,1,Starin Ave,
1001760402,2023-01-02T22:11:00.000,2023-01-03T09:37:00.000,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,INTERSECTION,Main St,Buffalo,NEW YORK,14209,2677,"{'latitude': '42.904622125485325', 'longitude': '-78.86816606325982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.904622125485325,-78.86816606325982,ELLICOTT,District B,168.01,2,2014,Elmwood Bryant,1071979.2,1058442,168,2,2015,016801,36029016801,360290168012,360290168012014,1,21,283,39,4,5,25,14,5,5,4,53,273,4,Summer St,
1001763139,2023-01-09T14:38:00.000,2023-01-13T11:01:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,153,EVELYN,Buffalo,NEW YORK,14207,77.42-4-34,"{'latitude': '42.956917350711265', 'longitude': '-78.89450204037765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.956917350711265,-78.89450204037765,NORTH,District D,57,1,1000,Riverside,-8782496.232,5305417.5645,57,1,1000,005700,36029005700,360290057001,360290057001000,5,10,64,373,1,18,9,18,1,2,15,87,246,10,,
1001761011,2023-01-03T17:07:00.000,,Open,Dept of Public Works,Engineering - Traffic,Sign Hazards (Req_Serv),Property,INTERSECTION,Penhurst Park,Buffalo,NEW YORK,14222,4594,"{'latitude': '42.92795012608947', 'longitude': '-78.8756855804539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92795012608947,-78.8756855804539,DELAWARE,District D,63.02,1,1007,Elmwood Bidwell,1069994.1,1066953,63.02,1,1012,006302,36029006302,360290063021,360290063021007,5,12,193,369,7,27,54,4,5,2,14,8,3,1,Forest Ave,
1001763808,2023-01-11T13:00:00.000,2023-01-13T11:36:00.000,Closed,Dept of Public Works,Sanitation,Trash Ordinance Violation (Req_Serv),Property,304,AMHERST ST,Buffalo,NEW YORK,14207,88.35-3-22,"{'latitude': '42.937589323763426', 'longitude': '-78.89235950254884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.937589323763426,-78.89235950254884,NORTH,District D,55,3,3003,Grant-Amherst,-8782257.728,5302478.1638,55,3,3003,005500,36029005500,360290055003,360290055003003,5,10,220,933,1,17,78,18,1,2,7,4,144,10,,
504258-1001758030,2022-12-28T11:00:00.000,2023-01-03T11:05:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,2,RUSSELL,Buffalo,NEW YORK,14214,89.34-1-16,"{'latitude': '42.938572515645824', 'longitude': '-78.85042685351148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.938572515645824,-78.85042685351148,DELAWARE,District D,52.01,1,1006,Parkside,-78.85043,42.9386,52.01,1,1006,005201,36029005201,360290052011,360290052011006,5,18,189,2487,7,28,38,20,2,2,28,37,189,1,,
1001760354,2023-01-02T18:12:00.000,2023-01-03T09:37:00.000,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Street,,PEABODY,Buffalo,NEW YORK,14220,,"{'latitude': '42.856463120634494', 'longitude': '-78.83034407693124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.856463120634494,-78.83034407693124,LOVEJOY,District A,2,4,4001,Hopkins-Tifft,,,2,4,4001,000200,36029000200,360290002004,360290002004001,4,9,44,188,2,10,1,1,14,3,27,40,170,5,,
1001759755,2022-12-30T10:24:00.000,2023-01-03T15:02:00.000,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Property,29,UTICA EAST,Buffalo,NEW YORK,14209,100.48-6-5,"{'latitude': '42.91097087112425', 'longitude': '-78.86476223560481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91097087112425,-78.86476223560481,ELLICOTT,District B,168.01,2,2004,Masten Park,-8779185.613,5298431.5467,168,2,2005,016801,36029016801,360290168012,360290168012004,1,21,283,2324,4,16,25,14,5,5,9,53,273,4,,
1001762935,2023-01-09T10:47:00.000,2023-01-13T11:00:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,61,RACE,Buffalo,NEW YORK,14207,77.59-4-7,"{'latitude': '42.951171335450624', 'longitude': '-78.88797788868979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.951171335450624,-78.88797788868979,NORTH,District D,56,3,3006,West Hertel,-8781769.966,5304543.6158,56,3,3007,005600,36029005600,360290056003,360290056003006,5,10,56,2107,1,3,57,18,1,2,19,79,227,10,,
1001760246,2022-12-31T22:02:00.000,2023-01-03T09:52:00.000,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,LOVERING,Buffalo,NEW YORK,14220,,"{'latitude': '42.856463120634494', 'longitude': '-78.83034407693124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.856463120634494,-78.83034407693124,LOVEJOY,District A,2,4,4001,Hopkins-Tifft,,,2,4,4001,000200,36029000200,360290002004,360290002004001,4,9,44,188,2,10,1,1,14,3,27,40,170,5,,
1001762060,2023-01-05T14:36:00.000,2023-01-13T11:24:00.000,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,192,MIAMI,Buffalo,NEW YORK,14204,122.32-5-43,"{'latitude': '42.87059860431575', 'longitude': '-78.86288601385661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.87059860431575,-78.86288601385661,FILLMORE,District A,5,1,1012,First Ward,-8778976.759,5292297.3677,5,1,1010,000500,36029000500,360290005001,360290005001012,4,16,269,959,5,20,32,15,13,3,5,14,99,2,,
504855-1001760260,2023-01-01T13:00:00.000,2023-01-03T07:52:00.000,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,INTERSECTION,Allen St,Buffalo,NEW YORK,14202,2468,"{'latitude': '42.89941112450042', 'longitude': '-78.87247238727377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89941112450042,-78.87247238727377,FILLMORE,District B,68.01,1,1004,Allentown,-78.87703,42.89936,68,2,2004,006801,36029006801,360290068011,360290068011004,1,3,214,1568,5,2,13,19,9,5,23,15,89,2,Elmwood Ave,1
1001760237,2022-12-31T17:23:00.000,2023-01-03T14:35:00.000,Closed,Utilities,Buffalo Sewer Authority,Sewer (Req_Serv),Property,448,HUNTINGTON,Buffalo,NEW YORK,14214,78.74-4-3,"{'latitude': '42.94615113032108', 'longitude': '-78.84899070018832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.94615113032108,-78.84899070018832,DELAWARE,District D,48,2,2009,North Park,-8777429.927,5303780.1267,48,2,2008,004800,36029004800,360290048002,360290048002009,5,18,136,955,7,25,37,20,2,2,33,43,14,1,,
